date,description,debit,credit,balance,account_suffix,domain,source,sub_source,rule_used,parse_confidence
2023-05-30,Australia Post,23.78,,24355.66,xx9003,Administrative & Post,expense,Australia Post,merchant_match,high
2023-05-31,Corner Grocer,40.08,,24315.58,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2023-06-01,HealthShield Insurance,215.76,,24099.82,xx9002,Insurance,expense,HealthShield,merchant_match,high
2023-06-02,Corner Grocer,51.62,,24048.20,xx9003,Groceries,expense,Corner Grocer,merchant_match,high
2023-06-02,BankFee,4.00,,24044.20,xx9002,Bank Fees,expense,BankFee,merchant_match,high
2023-06-03,BeanCo Coffee,17.38,,24026.82,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-03,FastFoods Drive-Thru,17.21,,24009.61,xx9001,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2023-06-03,FuelStop Petrol,83.32,,23926.29,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2023-06-03,HomePower Utilities,244.41,,23681.88,xx9003,Utilities & Rates,expense,HomePower,merchant_match,high
2023-06-03,CityPharmacy,44.81,,23637.07,xx9003,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-06-04,CityPharmacy,25.23,,23611.84,xx9002,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-06-04,ShoeStore,143.61,,23468.23,xx9001,Clothing & Footwear,expense,ShoeStore,merchant_match,high
2023-06-04,Birthday Gift Shop,47.57,,23420.66,xx9003,Gifts,expense,Birthday Gift Shop,merchant_match,high
2023-06-05,Home Loan Repayment,920.00,,22500.66,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-06-05,Corner Grocer,38.46,,22462.20,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2023-06-05,BeanCo Coffee,9.34,,22452.86,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-05,CityRail,9.78,,22443.08,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2023-06-05,PetSupplies Co,74.78,,22368.30,xx9003,Pet Expenses,expense,PetSupplies,merchant_match,high
2023-06-06,Parking Authority,14.90,,22353.40,xx9002,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-06-06,Telco Plus Mobile,60.00,,22293.40,xx9003,Communications & Internet,expense,Telco Plus,merchant_match,high
2023-06-06,MusicCloud,12.00,,22281.40,xx9001,Media Subscriptions,expense,MusicCloud,merchant_match,high
2023-06-07,Salary Employer A,,3623.18,25904.58,xx9001,INCOME,income,Employer A — Wage,income_match,high
2023-06-07,Salary Employer B,,3011.64,28916.22,xx9001,INCOME,income,Employer B — Wage,income_match,high
2023-06-07,Fashion Outlet,130.33,,28785.89,xx9001,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2023-06-07,CinemaWorld,29.04,,28756.85,xx9002,Social & Recreation,expense,CinemaWorld,merchant_match,high
2023-06-08,FreshMart Supermarket,101.47,,28655.38,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-06-08,BeanCo Coffee,7.45,,28647.93,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-08,Hairdresser,43.18,,28604.75,xx9003,Personal Care,expense,Hairdresser,merchant_match,high
2023-06-08,Australia Post,15.31,,28589.44,xx9003,Administrative & Post,expense,Australia Post,merchant_match,high
2023-06-10,Corner Grocer,42.69,,28546.75,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2023-06-10,BeanCo Coffee,6.48,,28540.27,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-10,Big Box Hardware,132.07,,28408.20,xx9003,Home & Garden,expense,Big Box Hardware,merchant_match,high
2023-06-10,TechMegaStore,230.65,,28177.55,xx9003,Technology & Equipment,expense,TechMegaStore,merchant_match,high
2023-06-11,CityRail,9.80,,28167.75,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2023-06-11,ShoeStore,122.26,,28045.49,xx9002,Clothing & Footwear,expense,ShoeStore,merchant_match,high
2023-06-12,Home Loan Repayment,920.00,,27125.49,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-06-12,BeanCo Coffee,12.81,,27112.68,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-14,FreshMart Supermarket,74.05,,27038.63,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-06-14,BeanCo Coffee,9.53,,27029.10,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-14,CityRail,7.60,,27021.50,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2023-06-14,Council Rates,452.42,,26569.08,xx9001,Utilities & Rates,expense,Council Rates,merchant_match,high
2023-06-14,Hairdresser,57.49,,26511.59,xx9001,Personal Care,expense,Hairdresser,merchant_match,high
2023-06-15,CityRail,7.36,,26504.23,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2023-06-15,BookworldOnline,16.00,,26488.23,xx9001,Media Subscriptions,expense,BookworldOnline,merchant_match,high
2023-06-16,CityRail,7.49,,26480.74,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2023-06-16,Telco Plus Mobile,60.00,,26420.74,xx9002,Communications & Internet,expense,Telco Plus,merchant_match,high
2023-06-16,CityPharmacy,25.57,,26395.17,xx9001,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-06-17,FreshMart Supermarket,120.58,,26274.59,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-06-17,CityRail,10.53,,26264.06,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2023-06-17,Garden Nursery,29.94,,26234.12,xx9001,Home & Garden,expense,Garden Nursery,merchant_match,high
2023-06-18,Parking Authority,14.39,,26219.73,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-06-18,CityPharmacy,40.86,,26178.87,xx9003,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-06-18,Garden Nursery,34.90,,26143.97,xx9003,Home & Garden,expense,Garden Nursery,merchant_match,high
2023-06-18,CinemaWorld,35.94,,26108.03,xx9003,Social & Recreation,expense,CinemaWorld,merchant_match,high
2023-06-19,Home Loan Repayment,920.00,,25188.03,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-06-19,BeanCo Coffee,12.83,,25175.20,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-19,CityRail,6.08,,25169.12,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2023-06-19,Parking Authority,19.47,,25149.65,xx9002,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-06-19,PetSupplies Co,59.10,,25090.55,xx9001,Pet Expenses,expense,PetSupplies,merchant_match,high
2023-06-20,FreshMart Supermarket,116.44,,24974.11,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-06-21,Salary Employer A,,3245.15,28219.26,xx9001,INCOME,income,Employer A — Wage,income_match,high
2023-06-21,Salary Employer B,,2757.39,30976.65,xx9001,INCOME,income,Employer B — Wage,income_match,high
2023-06-21,Corner Grocer,50.90,,30925.75,xx9003,Groceries,expense,Corner Grocer,merchant_match,high
2023-06-22,FreshMart Supermarket,93.27,,30832.48,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-06-22,BeanCo Coffee,8.41,,30824.07,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-22,CityRail,5.54,,30818.53,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2023-06-24,FreshMart Supermarket,89.04,,30729.49,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-06-24,FuelStop Petrol,57.08,,30672.41,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2023-06-24,MedCentre,83.33,,30589.08,xx9003,Medical & Health,expense,MedCentre,merchant_match,high
2023-06-24,Big Box Hardware,31.34,,30557.74,xx9002,Home & Garden,expense,Big Box Hardware,merchant_match,high
2023-06-24,BankFee,4.00,,30553.74,xx9001,Bank Fees,expense,BankFee,merchant_match,high
2023-06-25,FreshMart Supermarket,128.56,,30425.18,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-06-25,YogaStudio,45.00,,30380.18,xx9003,Sport & Hobbies,expense,YogaStudio,merchant_match,high
2023-06-26,Home Loan Repayment,920.00,,29460.18,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-06-26,FreshMart Supermarket,100.12,,29360.06,xx9001,Groceries,expense,FreshMart,merchant_match,high
2023-06-26,BeanCo Coffee,16.68,,29343.38,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-26,HealthShield Insurance,215.14,,29128.24,xx9002,Insurance,expense,HealthShield,merchant_match,high
2023-06-26,FitnessFirst Gym,65.00,,29063.24,xx9002,Sport & Hobbies,expense,FitnessFirst,merchant_match,high
2023-06-27,Corner Grocer,31.50,,29031.74,xx9003,Groceries,expense,Corner Grocer,merchant_match,high
2023-06-27,BeanCo Coffee,9.26,,29022.48,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-27,WineCellar,52.73,,28969.75,xx9001,Alcohol,expense,WineCellar,merchant_match,high
2023-06-28,BeanCo Coffee,10.48,,28959.27,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-29,BeanCo Coffee,13.68,,28945.59,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-29,FastFoods Drive-Thru,23.45,,28922.14,xx9001,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2023-06-29,CityRail,9.92,,28912.22,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2023-06-29,CityPharmacy,26.92,,28885.30,xx9001,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-06-30,BeanCo Coffee,14.45,,28870.85,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-06-30,FastFoods Drive-Thru,18.21,,28852.64,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2023-06-30,MedCentre,177.37,,28675.27,xx9002,Medical & Health,expense,MedCentre,merchant_match,high
2023-06-30,MusicCloud,12.00,,28663.27,xx9002,Media Subscriptions,expense,MusicCloud,merchant_match,high
2023-06-30,Big Box Hardware,30.61,,28632.66,xx9003,Home & Garden,expense,Big Box Hardware,merchant_match,high
2023-06-30,Birthday Gift Shop,73.15,,28559.51,xx9003,Gifts,expense,Birthday Gift Shop,merchant_match,high
2023-07-01,FreshMart Supermarket,132.12,,28427.39,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-07-01,BeanCo Coffee,14.24,,28413.15,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-01,CityRail,11.15,,28402.00,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2023-07-01,Beauty Spa,124.44,,28277.56,xx9002,Personal Care,expense,Beauty Spa,merchant_match,high
2023-07-02,Corner Grocer,40.83,,28236.73,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2023-07-02,BeanCo Coffee,15.38,,28221.35,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-02,CityRail,4.78,,28216.57,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2023-07-03,Home Loan Repayment,920.00,,27296.57,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-07-03,BeanCo Coffee,9.82,,27286.75,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-05,Salary Employer A,,3166.28,30453.03,xx9001,INCOME,income,Employer A — Wage,income_match,high
2023-07-05,Salary Employer B,,2815.75,33268.78,xx9001,INCOME,income,Employer B — Wage,income_match,high
2023-07-05,FuelStop Petrol,80.80,,33187.98,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2023-07-05,CityRail,2.16,,33185.82,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2023-07-05,Telco Plus Mobile,60.00,,33125.82,xx9002,Communications & Internet,expense,Telco Plus,merchant_match,high
2023-07-06,BeanCo Coffee,8.76,,33117.06,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-07,BeanCo Coffee,15.08,,33101.98,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-07,Pizza Palace,41.08,,33060.90,xx9002,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2023-07-07,Garden Nursery,44.76,,33016.14,xx9003,Home & Garden,expense,Garden Nursery,merchant_match,high
2023-07-08,Corner Grocer,59.98,,32956.16,xx9003,Groceries,expense,Corner Grocer,merchant_match,high
2023-07-09,FuelStop Petrol,77.11,,32879.05,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2023-07-10,Home Loan Repayment,920.00,,31959.05,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-07-10,FreshMart Supermarket,100.06,,31858.99,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-07-10,Corner Grocer,54.59,,31804.40,xx9002,Groceries,expense,Corner Grocer,merchant_match,high
2023-07-10,WaterCorp,150.62,,31653.78,xx9003,Utilities & Rates,expense,WaterCorp,merchant_match,high
2023-07-10,BankFee,4.00,,31649.78,xx9003,Bank Fees,expense,BankFee,merchant_match,high
2023-07-11,FreshMart Supermarket,99.61,,31550.17,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-07-11,BeanCo Coffee,13.82,,31536.35,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-11,Pizza Palace,40.12,,31496.23,xx9001,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2023-07-11,CityPharmacy,37.38,,31458.85,xx9001,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-07-11,Accounting Services,350.00,,31108.85,xx9001,Accounting & Tax,expense,Accounting Services,merchant_match,high
2023-07-13,FreshMart Supermarket,114.24,,30994.61,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-07-13,BeanCo Coffee,14.15,,30980.46,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-13,Mini Golf Co,37.18,,30943.28,xx9003,Social & Recreation,expense,Mini Golf Co,merchant_match,high
2023-07-14,BeanCo Coffee,12.58,,30930.70,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-14,Parking Authority,8.14,,30922.56,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-07-14,CityPharmacy,17.01,,30905.55,xx9003,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-07-14,Online Learning,45.00,,30860.55,xx9001,Education & Training,expense,Online Learning,merchant_match,high
2023-07-15,CityRail,8.31,,30852.24,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2023-07-15,PetSupplies Co,53.45,,30798.79,xx9002,Pet Expenses,expense,PetSupplies,merchant_match,high
2023-07-16,PetSupplies Co,55.66,,30743.13,xx9002,Pet Expenses,expense,PetSupplies,merchant_match,high
2023-07-17,Home Loan Repayment,920.00,,29823.13,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-07-17,BeanCo Coffee,14.08,,29809.05,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-17,FuelStop Petrol,56.24,,29752.81,xx9003,Vehicle Expenses,expense,FuelStop,merchant_match,high
2023-07-17,YogaStudio,45.00,,29707.81,xx9003,Sport & Hobbies,expense,YogaStudio,merchant_match,high
2023-07-17,BankFee,4.00,,29703.81,xx9001,Bank Fees,expense,BankFee,merchant_match,high
2023-07-18,Telco Plus Mobile,60.00,,29643.81,xx9002,Communications & Internet,expense,Telco Plus,merchant_match,high
2023-07-18,VetCare Animal Hospital,118.48,,29525.33,xx9001,Pet Expenses,expense,VetCare,merchant_match,high
2023-07-19,Salary Employer A,,3526.21,33051.54,xx9001,INCOME,income,Employer A — Wage,income_match,high
2023-07-19,Salary Employer B,,2728.62,35780.16,xx9001,INCOME,income,Employer B — Wage,income_match,high
2023-07-19,BeanCo Coffee,10.03,,35770.13,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-19,VetCare Animal Hospital,106.52,,35663.61,xx9001,Pet Expenses,expense,VetCare,merchant_match,high
2023-07-19,WineCellar,63.30,,35600.31,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2023-07-20,FreshMart Supermarket,160.58,,35439.73,xx9001,Groceries,expense,FreshMart,merchant_match,high
2023-07-20,Pizza Palace,34.70,,35405.03,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2023-07-20,HomeSafe Insurance,190.21,,35214.82,xx9001,Insurance,expense,HomeSafe,merchant_match,high
2023-07-21,CityRail,9.72,,35205.10,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2023-07-21,ShoeStore,115.34,,35089.76,xx9002,Clothing & Footwear,expense,ShoeStore,merchant_match,high
2023-07-22,FreshMart Supermarket,152.01,,34937.75,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-07-22,Garden Nursery,29.02,,34908.73,xx9002,Home & Garden,expense,Garden Nursery,merchant_match,high
2023-07-23,BeanCo Coffee,16.18,,34892.55,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-23,Parking Authority,15.72,,34876.83,xx9001,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-07-23,AutoSure Car Insurance,97.38,,34779.45,xx9002,Insurance,expense,AutoSure,merchant_match,high
2023-07-23,VetCare Animal Hospital,103.92,,34675.53,xx9002,Pet Expenses,expense,VetCare,merchant_match,high
2023-07-23,LocalBrewery,31.60,,34643.93,xx9001,Alcohol,expense,LocalBrewery,merchant_match,high
2023-07-23,Birthday Gift Shop,39.50,,34604.43,xx9003,Gifts,expense,Birthday Gift Shop,merchant_match,high
2023-07-24,Home Loan Repayment,920.00,,33684.43,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-07-24,BeanCo Coffee,12.25,,33672.18,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-24,Pizza Palace,48.55,,33623.63,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2023-07-25,FastFoods Drive-Thru,17.00,,33606.63,xx9001,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2023-07-25,CityRail,7.84,,33598.79,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2023-07-26,FreshMart Supermarket,133.13,,33465.66,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-07-26,Corner Grocer,52.41,,33413.25,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2023-07-26,Pizza Palace,28.75,,33384.50,xx9001,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2023-07-26,CityRail,7.80,,33376.70,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2023-07-26,CityPharmacy,7.82,,33368.88,xx9002,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-07-27,FreshMart Supermarket,137.97,,33230.91,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-07-28,FreshMart Supermarket,142.11,,33088.80,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-07-28,MedCentre,75.73,,33013.07,xx9001,Medical & Health,expense,MedCentre,merchant_match,high
2023-07-29,BeanCo Coffee,9.19,,33003.88,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-30,FreshMart Supermarket,153.57,,32850.31,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-07-31,Home Loan Repayment,920.00,,31930.31,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-07-31,BeanCo Coffee,13.50,,31916.81,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-07-31,FuelStop Petrol,100.20,,31816.61,xx9003,Vehicle Expenses,expense,FuelStop,merchant_match,high
2023-07-31,CityPharmacy,40.81,,31775.80,xx9002,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-08-01,PetSupplies Co,64.21,,31711.59,xx9003,Pet Expenses,expense,PetSupplies,merchant_match,high
2023-08-01,Fashion Outlet,59.26,,31652.33,xx9003,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2023-08-02,Salary Employer A,,3287.35,34939.68,xx9001,INCOME,income,Employer A — Wage,income_match,high
2023-08-02,Salary Employer B,,3040.36,37980.04,xx9001,INCOME,income,Employer B — Wage,income_match,high
2023-08-02,BeanCo Coffee,5.70,,37974.34,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-08-03,BeanCo Coffee,12.57,,37961.77,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-08-03,FastFoods Drive-Thru,15.17,,37946.60,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2023-08-03,FitnessFirst Gym,65.00,,37881.60,xx9002,Sport & Hobbies,expense,FitnessFirst,merchant_match,high
2023-08-03,BankFee,4.00,,37877.60,xx9001,Bank Fees,expense,BankFee,merchant_match,high
2023-08-04,LocalBrewery,32.14,,37845.46,xx9001,Alcohol,expense,LocalBrewery,merchant_match,high
2023-08-05,BeanCo Coffee,10.85,,37834.61,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-08-05,Pizza Palace,41.89,,37792.72,xx9002,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2023-08-05,Council Rates,465.32,,37327.40,xx9003,Utilities & Rates,expense,Council Rates,merchant_match,high
2023-08-05,WineCellar,55.94,,37271.46,xx9001,Alcohol,expense,WineCellar,merchant_match,high
2023-08-05,CinemaWorld,31.86,,37239.60,xx9003,Social & Recreation,expense,CinemaWorld,merchant_match,high
2023-08-06,FreshMart Supermarket,124.97,,37114.63,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-08-06,BeanCo Coffee,8.89,,37105.74,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-08-06,Parking Authority,17.91,,37087.83,xx9001,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-08-06,Australia Post,21.60,,37066.23,xx9003,Administrative & Post,expense,Australia Post,merchant_match,high
2023-08-07,Home Loan Repayment,920.00,,36146.23,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-08-07,Hairdresser,59.18,,36087.05,xx9001,Personal Care,expense,Hairdresser,merchant_match,high
2023-08-08,BeanCo Coffee,8.68,,36078.37,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-08-09,Parking Authority,11.10,,36067.27,xx9001,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-08-10,Pizza Palace,25.65,,36041.62,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2023-08-10,FastFoods Drive-Thru,8.24,,36033.38,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2023-08-10,FuelStop Petrol,93.08,,35940.30,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2023-08-10,WineCellar,72.20,,35868.10,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2023-08-11,FreshMart Supermarket,72.76,,35795.34,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-08-11,BeanCo Coffee,4.38,,35790.96,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-08-11,FuelStop Petrol,67.16,,35723.80,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2023-08-11,CityRail,7.24,,35716.56,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2023-08-11,Fashion Outlet,88.19,,35628.37,xx9002,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2023-08-11,Hairdresser,68.36,,35560.01,xx9002,Personal Care,expense,Hairdresser,merchant_match,high
2023-08-12,FreshMart Supermarket,131.57,,35428.44,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-08-12,Corner Grocer,51.74,,35376.70,xx9002,Groceries,expense,Corner Grocer,merchant_match,high
2023-08-12,CityRail,7.16,,35369.54,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2023-08-12,CityPharmacy,18.68,,35350.86,xx9002,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-08-12,Big Box Hardware,60.21,,35290.65,xx9002,Home & Garden,expense,Big Box Hardware,merchant_match,high
2023-08-12,CinemaWorld,23.85,,35266.80,xx9001,Social & Recreation,expense,CinemaWorld,merchant_match,high
2023-08-13,FreshMart Supermarket,121.90,,35144.90,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-08-13,Parking Authority,11.51,,35133.39,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-08-13,Big Box Hardware,30.75,,35102.64,xx9002,Home & Garden,expense,Big Box Hardware,merchant_match,high
2023-08-14,Home Loan Repayment,920.00,,34182.64,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-08-14,FreshMart Supermarket,146.12,,34036.52,xx9002,Groceries,expense,FreshMart,merchant_match,high
2023-08-14,CityRail,9.92,,34026.60,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2023-08-15,FuelStop Petrol,86.14,,33940.46,xx9003,Vehicle Expenses,expense,FuelStop,merchant_match,high
2023-08-15,Parking Authority,15.02,,33925.44,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-08-15,FitnessFirst Gym,65.00,,33860.44,xx9001,Sport & Hobbies,expense,FitnessFirst,merchant_match,high
2023-08-16,Salary Employer A,,3219.42,37079.86,xx9001,INCOME,income,Employer A — Wage,income_match,high
2023-08-16,Salary Employer B,,2858.49,39938.35,xx9001,INCOME,income,Employer B — Wage,income_match,high
2023-08-16,FreshMart Supermarket,121.47,,39816.88,xx9003,Groceries,expense,FreshMart,merchant_match,high
2023-08-16,Parking Authority,20.58,,39796.30,xx9001,Transport & Parking,expense,Parking Authority,merchant_match,high
2023-08-16,HomePower Utilities,224.63,,39571.67,xx9003,Utilities & Rates,expense,HomePower,merchant_match,high
2023-08-16,HealthShield Insurance,208.63,,39363.04,xx9003,Insurance,expense,HealthShield,merchant_match,high
2023-08-16,CityPharmacy,34.94,,39328.10,xx9001,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-08-17,Pizza Palace,35.46,,39292.64,xx9001,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2023-08-17,WaterCorp,122.26,,39170.38,xx9001,Utilities & Rates,expense,WaterCorp,merchant_match,high
2023-08-17,MusicCloud,12.00,,39158.38,xx9001,Media Subscriptions,expense,MusicCloud,merchant_match,high
2023-08-17,LocalBrewery,49.59,,39108.79,xx9003,Alcohol,expense,LocalBrewery,merchant_match,high
2023-08-17,Australia Post,21.88,,39086.91,xx9003,Administrative & Post,expense,Australia Post,merchant_match,high
2023-08-18,FreshMart Supermarket,125.88,,38961.03,xx9001,Groceries,expense,FreshMart,merchant_match,high
2023-08-18,BeanCo Coffee,9.16,,38951.87,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-08-19,FreshMart Supermarket,148.88,,38802.99,xx9001,Groceries,expense,FreshMart,merchant_match,high
2023-08-19,Fashion Outlet,82.68,,38720.31,xx9002,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2023-08-20,BeanCo Coffee,14.79,,38705.52,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2023-08-20,CityPharmacy,37.06,,38668.46,xx9002,Medical & Health,expense,CityPharmacy,merchant_match,high
2023-08-20,ShoeStore,126.99,,38541.47,xx9003,Clothing & Footwear,expense,ShoeStore,merchant_match,high
2023-08-21,Home Loan Repayment,920.00,,37621.47,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2023-08-21,FreshMart Supermarket,122.06,,37499.41,xx9001,Groceries,expense,FreshMart,merchant_match,high
2023-08-22,CityRail,8.49,,37490.92,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
